"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
35,2,25761.90726,5917.3519,174.03953,69.49021,9.32988,1.88466,1619.68572,54.9333
36,2,29689.67279,18821.97665,86.47567,39.10309,9.17153,2.12751,2093.29446,34.70871
37,2,39075.1989,27666.94964,176.82194,62.73004,8.18209,2.00146,1843.27753,62.91685
38,2,39258.16055,28692.462,178.87178,118.84977,8.6165,2.44833,2396.57957,43.56487
39,2,40452.8136,7976.14985,96.56282,49.60599,11.06998,2.74839,2774.8388,37.93977
40,3,1563.54309,40215.84067,129.26402,46.4788,7.90546,2.65732,3111.02854,59.2313
41,3,3001.99379,8831.48796,176.94432,207.65646,10.61149,2.79612,2665.96782,30.16145
42,3,4119.21139,33476.45775,119.42119,51.1158,8.19385,1.8597,1689.75389,40.63269
43,3,5453.46439,4467.35504,149.27926,65.48324,9.3835,2.23138,2222.99423,50.33929
45,3,6440.90665,1484.71487,99.97489,33.24487,9.33562,1.93458,1791.86665,44.92247
48,3,10154.70948,14883.74137,180.23745,106.48498,8.9236,2.26273,2208.93312,45.95643
49,3,11049.27544,19664.92909,157.89916,172.34622,9.42651,2.61476,2351.24172,28.61192
50,3,20692.5728,21541.01116,187.80493,76.32409,8.54442,2.11588,2623.37349,60.9638
51,3,22847.80199,16257.63813,163.37018,312.82248,11.18305,3.30256,2992.63396,21.63043
52,3,25541.91227,23598.79211,159.8198,148.89233,9.62162,2.29986,1956.44992,30.55495
53,3,25732.4929,6082.42606,186.95645,104.24474,10.00206,2.96515,3320.93348,57.9239
55,3,29732.558,18840.14588,156.65881,59.1418,8.04916,1.58004,1238.11894,48.99072
56,3,31048.54385,5169.76238,53.17634,24.80882,9.81062,2.12454,2034.39225,28.13075
58,3,38684.94351,14608.96342,169.69531,58.03622,8.69993,2.18986,1851.58848,66.32286
59,3,39294.1381,28751.59906,126.00818,38.11018,9.45242,2.48623,2644.02108,64.27772
60,3,39939.38916,24357.33057,153.29795,51.31098,8.37805,1.77091,1749.71576,55.76809
61,4,1680.67797,13527.32781,184.94248,63.79125,8.81953,2.55814,2458.6049,77.6947
62,4,3019.27185,8879.14635,164.51863,182.53298,10.51957,3.02462,2915.98876,31.10057
63,4,4090.2487,33513.29604,148.4496,54.46845,8.0404,1.64698,1171.29499,49.23033
65,4,6543.80901,1544.03168,100.4179,40.99212,9.66055,1.63595,1189.68508,36.12916
67,4,9730.33522,572.58286,132.59423,38.51618,9.13277,2.25829,2263.32601,64.75216
70,4,10248.00391,14786.24015,196.77347,122.25359,8.59456,1.97392,1596.91261,43.92322
71,4,11210.6152,3858.87912,163.93901,70.68036,9.52246,2.33826,2101.69201,55.91888
72,4,14047.71503,3850.91643,144.0109,45.81247,9.13215,2.5806,2872.96055,69.36201
74,4,22857.56718,16223.8897,155.65632,225.59831,9.40974,2.26954,1564.77956,22.03404
75,4,25557.36463,23597.44583,162.49477,120.84752,9.63193,2.46095,2354.39499,37.5552
77,4,32105.59013,10954.79221,95.16324,30.12074,8.68996,2.14689,2030.4266,47.81661
78,4,33515.67037,26694.71614,184.70606,141.25983,8.66194,1.78548,1268.30892,34.74274
79,4,38701.95014,14620.11769,120.61187,57.85127,9.26176,2.17597,2003.15204,40.45798
81,4,40432.08967,7965.4266,192.36363,119.53069,10.15384,2.75495,2683.65027,51.7369
83,5,2947.0615,8863.15758,172.90678,190.37926,10.77699,2.81565,2272.37296,31.23047
85,5,5486.17356,4495.96392,136.84167,73.19108,9.19609,1.93065,1552.20121,38.21834
86,5,7611.42709,30165.71873,166.84941,119.46412,9.08346,2.36027,2182.85889,38.52681
87,5,9616.45479,7833.14259,156.84807,59.5567,9.37372,2.14588,1902.80411,57.0208
89,5,10220.7336,14879.23654,183.15112,134.21121,8.84357,2.82443,2635.23361,44.43079
90,5,19092.13294,6623.12991,93.75834,38.85477,8.6368,1.68692,1288.79967,34.91199
91,5,19766.97543,18408.28121,171.99262,120.16723,9.72943,2.31601,1898.02734,39.67943
92,5,20150.70686,2869.79286,144.24699,69.17561,9.98956,2.25304,2069.16999,46.17455
93,5,22868.41257,16241.12348,157.17196,239.96034,10.05343,3.06596,2961.35014,24.0297
95,5,25516.29419,23596.71863,148.29674,135.77933,9.29783,2.88267,2784.38196,32.71837
96,5,25822.01939,5903.76161,134.75508,44.7318,9.47618,1.83481,1411.97145,52.49529
97,5,29696.05712,18767.95478,160.99151,92.71101,8.68803,2.44685,2561.91705,45.17645
99,5,32280.48399,12262.77384,177.89893,63.87901,8.85736,2.73445,2936.59678,76.31459
100,5,33418.50088,12401.20017,196.85384,70.71259,8.35801,2.34299,2229.94576,74.2987
101,5,33450.38504,26718.01578,174.0806,148.65255,8.03137,2.37398,2563.06676,34.89753
103,5,37682.7399,30766.16384,139.91816,57.63432,8.34164,2.03043,1990.99249,48.12717
104,5,39365.26034,28677.72947,191.5992,123.48661,8.51264,2.81721,3056.87892,50.77566
106,5,40465.03858,7938.74116,124.49634,76.63928,10.49221,2.79015,2889.14096,38.81258
107,6,1498.61971,34455.62526,154.12516,139.32868,8.19618,2.22847,2097.00663,30.10398
109,6,5240.62651,23012.55059,139.72455,47.35495,7.75471,2.37324,2623.09008,61.11144
112,6,10208.25793,14890.14762,197.78128,98.44005,8.90247,2.38088,2341.31294,57.78353
113,6,12371.18565,4812.79055,132.52788,41.29348,8.46619,1.95553,1823.07471,56.35079
114,6,22889.62129,16219.51905,181.02662,247.61071,9.08228,3.6196,2724.96255,31.11767
115,6,23339.43376,10427.39287,112.66558,47.35187,9.23627,2.63785,2738.4005,47.5329
116,6,23907.68898,31511.54804,89.97342,34.97676,7.04995,2.08322,2500.81233,39.16747
117,6,25511.7092,23593.94842,182.90476,185.06524,8.41063,2.68008,2452.16364,33.72995
119,6,33457.77275,26701.67963,164.86328,105.62296,8.04096,2.56427,2354.46484,43.38958
120,6,39333.67221,28590.43713,193.83964,105.98061,7.88526,2.42933,2465.95702,53.47047
121,7,1474.82024,34411.16085,145.22458,113.26363,8.83483,2.25063,2043.77159,32.3463
122,7,2979.99857,8837.22302,171.65045,213.06535,10.21168,2.56274,2118.61844,27.30545
124,7,9569.25751,22337.77753,166.82068,81.00408,8.79159,1.95197,1427.32567,46.87518
126,7,13242.67752,10033.08881,136.76002,52.18907,8.54853,2.77248,3313.7422,60.27648
127,7,13456.19175,35678.77526,156.5478,51.36358,8.27016,1.9871,1963.81384,61.1268
128,7,22863.49884,16247.13294,197.82718,311.15928,9.10626,2.83462,2306.45665,26.43572
129,7,24381.70454,10448.93457,186.95387,71.40719,7.89968,1.78065,1733.85656,57.98262
130,7,25512.00767,23600.45753,163.08921,154.46014,9.00954,2.34795,1852.52218,30.86555
132,7,29729.58723,18829.20271,144.02143,79.4498,8.74419,2.0572,1692.30918,39.71554
133,7,33523.73407,26695.62455,172.63986,83.946,7.96589,2.16058,2102.43264,50.50998
134,7,33617.78092,11940.78839,149.15211,72.33826,8.89508,2.38043,2405.71887,48.2277
136,8,1426.69786,17257.38072,182.25794,84.86124,8.04822,2.54679,2940.39829,59.78422
138,8,2939.70104,8827.02374,183.14482,240.02358,9.95887,2.54204,1943.97815,27.31024
139,8,9619.94616,22301.27956,133.05001,68.16139,9.77146,2.44593,2177.04567,43.47474
141,8,16873.28703,20972.18955,133.41962,113.65472,10.44607,2.75968,2460.04104,31.56304
142,8,22860.27144,16251.47776,193.38913,300.94855,9.29389,2.86268,2336.33913,26.35199
143,8,25529.87971,23584.29316,147.27204,117.75809,9.39394,1.9806,1390.58612,30.42159
144,8,25798.68295,37633.52302,158.78958,56.01339,6.87009,2.16629,2215.75338,61.29079
146,8,30701.02722,505.75171,191.10779,66.33042,8.40126,2.11678,2194.67076,70.06149
147,8,31233.78616,5220.28303,153.36825,63.10749,8.95575,2.56738,2906.97702,58.55935
149,8,39319.88529,28728.82042,183.23886,81.76588,8.2261,2.06332,1825.75365,54.89258
150,9,1397.21497,17358.42237,148.60555,56.91797,8.31771,2.21847,2431.38384,55.5974
151,9,2984.77611,8826.52377,144.94149,151.32671,11.83686,3.02858,2260.5262,29.9407
152,9,9595.81961,22254.14804,137.61238,76.40813,9.49576,2.52352,2929.78228,42.48882
154,9,12816.63095,9607.04887,188.57,58.35178,9.0599,2.25946,2220.2722,79.43469
155,9,16884.63752,20993.09089,135.95413,87.79948,9.3752,2.76247,2834.20671,39.39794
156,9,22867.29428,16230.91969,176.91568,247.02968,9.48251,2.43088,1865.53825,25.08723
157,9,24165.67348,8638.91416,168.11274,75.88286,9.32239,2.57158,2527.51839,58.11571
158,9,25548.45875,23567.13926,164.33423,138.97938,8.92109,2.06573,1858.55503,31.85281
160,9,30768.16761,610.78273,95.09226,30.9988,9.46977,2.30877,2560.40932,48.5982
161,9,37642.1656,24590.09182,105.35434,41.76147,8.40225,2.00488,1654.53193,41.34074
162,9,39312.91803,28710.65896,174.91419,105.24866,8.35846,2.69185,3127.10664,48.83754
163,10,1505.67092,40242.5363,109.2692,37.80015,7.36991,1.81568,1726.70096,44.54025
164,10,2977.58654,8873.28618,179.00939,206.63768,9.66919,2.91662,2695.39802,31.40388
165,10,4222.25142,33484.06294,171.89218,63.0492,7.25725,2.04951,2077.02696,60.88341
166,10,4789.72541,17700.49734,118.75468,48.67858,8.70257,1.90335,1544.67688,42.23375
167,10,5315.78388,23135.55799,181.99517,69.03191,8.0686,2.37336,2413.33158,67.5083
169,10,7574.75442,30279.13302,134.53429,68.63291,8.47231,2.11585,1825.70943,40.81879
170,10,9595.70103,22289.36283,182.44949,106.52722,8.49864,2.23287,1791.98487,46.44403
171,10,10229.78536,14869.21865,144.90543,73.86373,9.40411,2.31908,1896.6662,44.88476
172,10,16913.88266,20934.85583,163.42082,112.96186,9.25154,2.4702,2345.39286,39.90524
173,10,22884.02199,16250.19604,173.26623,283.13171,10.02539,2.74889,2237.0795,23.28765
174,10,25558.89776,23571.50685,188.96407,176.3409,8.38362,2.35964,2121.21631,34.45989
175,10,29786.5599,18830.27933,164.54446,63.93293,9.04186,2.14368,2297.51894,57.8807
176,10,30763.21635,551.06669,197.25778,75.95879,8.99681,1.76928,1398.71933,59.64603
177,10,31099.09791,5154.82514,95.5877,32.59264,9.10635,1.70822,1250.67918,40.66566
178,10,37578.84069,24509.97856,86.00149,27.08896,9.2675,2.04103,1975.32773,44.29403
179,10,39289.64388,28745.78285,150.00854,102.05328,9.0196,2.26312,2092.13162,36.55283
183,11,5311.62485,23098.89322,177.04984,107.00024,8.3238,2.17366,2170.99719,43.71206
184,11,7487.97433,39387.20439,138.17066,46.46868,7.66448,2.51373,3276.3202,63.24512
185,11,7593.79708,30268.60034,194.50903,95.69629,7.78511,2.29364,2235.52259,56.35533
186,11,9523.32706,22252.02488,121.15163,56.72906,9.66716,2.1473,2301.32095,41.03509
188,11,16860.16732,20960.79254,169.8386,65.31099,9.49823,2.22726,2047.71748,61.03315
189,11,20115.93293,10444.29215,90.64476,26.95107,8.95253,1.84792,1535.73241,45.26436
191,11,29783.2692,18814.31154,143.26454,101.05724,8.32236,2.24431,2118.48262,34.43576
192,11,39256.79096,28758.72279,144.26751,64.82978,8.27393,2.04007,1805.28678,46.09754
193,12,2957.64023,8813.34223,149.0529,162.17708,10.38492,2.93571,2787.50475,29.13044
194,12,5479.59963,4493.78597,193.34529,73.18585,9.10743,2.26713,2173.02713,68.74589
195,12,7237.88734,40119.22263,157.01164,94.4976,8.66574,2.24067,2353.52017,41.04306
196,12,9556.50856,22306.3162,186.13865,83.06446,8.20281,2.57398,2635.60132,63.2937
197,12,10206.21277,14844.15515,161.11456,97.42204,9.46057,2.61274,2482.00415,45.12061
198,12,16877.80348,21017.81994,162.67307,107.60892,8.55225,1.99043,1582.10462,37.09996
200,12,25673.77523,5820.50933,106.60809,37.57965,8.90727,2.10438,2247.7621,46.53748
202,12,33506.71343,27850.40394,86.94958,32.41994,7.17097,1.53759,1373.21898,34.9275
205,13,2989.26714,8862.35092,199.95793,194.58662,9.53431,2.51893,2056.15653,35.8203
207,13,5371.09109,23138.85342,136.45816,55.54627,8.35383,2.4801,2798.9708,53.31888
209,13,7547.02677,30304.70738,195.0492,64.1008,7.79218,2.11456,1865.05372,74.31436
210,13,9606.31892,22242.40765,139.54202,57.43178,9.78659,2.16061,2099.04997,49.65934
211,13,9757.70231,629.30541,135.66765,51.18259,9.45729,2.12666,2350.87964,51.67554
212,13,10214.47544,14853.46286,145.63672,74.28027,8.9441,2.52997,2852.38109,47.20072
213,13,16748.39869,21029.74053,162.55193,59.57209,9.40061,2.27002,2049.49796,62.16126
215,13,19914.7673,14579.21347,134.74258,48.16441,7.05395,1.60627,1375.75563,46.66355
216,13,25525.25109,23607.33252,159.95192,154.76284,8.56137,2.06092,1616.25047,28.48613
217,13,25823.22846,16119.76625,123.39312,36.83681,8.9081,2.23715,2146.06657,60.01978
218,13,32262.78565,12225.71378,164.45401,66.65593,8.32561,2.04191,1822.39666,54.49087
219,13,36339.74422,32677.1668,140.32905,70.97222,7.95983,2.14179,2787.51348,42.45604
220,13,39256.35946,28713.67177,124.00042,50.36128,8.35916,2.25112,2703.66461,47.49068
222,14,2975.47613,8874.97194,196.86526,235.48992,10.38155,2.21479,1525.06293,28.85691
224,14,5325.14366,23138.03064,164.54469,99.68985,8.29134,2.43759,2152.10584,44.01795
225,14,9581.53378,22271.73354,186.69511,97.29665,8.37444,2.10128,1892.69726,49.85592
226,14,10209.62024,14768.42095,125.72457,75.77194,8.71411,2.54872,3232.55061,37.85405
227,14,13207.05859,14183.66673,147.15825,44.41699,8.11405,2.0587,1964.91971,63.82403
228,14,16842.08185,20936.42577,133.09572,154.46349,9.80641,2.45312,2418.24822,24.01109
229,14,22873.65906,16248.05761,173.38053,392.06992,9.96032,4.14925,3828.02537,22.13083
231,14,29763.23366,18819.43406,86.29026,30.48971,8.87638,1.62443,1270.09877,36.88099
232,14,33376.61365,1827.29659,101.0917,32.96286,8.72062,2.45542,2812.42069,52.14391
233,14,39351.28372,28782.17158,197.24425,125.39274,7.86663,2.32142,2188.23521,46.93883
234,15,2992.35691,8854.72853,167.09171,207.71909,9.98771,2.67479,2229.40768,27.29972
235,15,5437.91624,4467.38913,154.9922,53.77517,8.77266,2.66836,2709.01887,69.61202
236,15,5316.83815,23102.27603,123.09555,85.25637,8.51724,2.10496,2068.03794,30.93834
237,15,9632.30478,22313.46155,157.52789,89.70758,8.46066,2.72249,3021.06245,47.6614
239,15,16925.98428,21017.53127,126.33272,71.32638,9.45362,2.15141,1778.3715,36.72145
240,15,22886.00049,16246.98609,167.00324,409.96358,10.48407,3.1792,2420.85592,18.14963
242,15,26785.3208,15035.64778,159.63328,78.04428,8.40921,2.85136,3316.97873,55.9504
243,15,37666.03313,8147.76042,144.52735,61.80647,8.7673,2.14138,2092.81685,49.12778
244,15,39262.05704,28755.22334,151.74568,90.35236,7.93175,2.39384,2389.48953,41.81616
246,16,2953.90959,8840.54369,166.46382,236.26058,9.94844,2.7731,2555.57334,25.16057
247,16,4198.01335,33475.37286,142.64831,49.37756,7.29964,2.51238,3425.87722,63.15371
249,16,5305.35751,23089.99842,185.12214,113.73385,7.89764,2.26883,2106.47838,45.51348
250,16,9610.89024,22346.59092,161.44496,61.84805,8.47772,2.10429,2055.08177,57.14457
252,16,13499.45077,2760.42112,103.68821,40.03849,8.71661,1.96544,1951.2963,41.37547
253,16,16837.42242,20954.27408,166.9835,173.96696,9.15524,1.88211,1417.65804,26.91399
254,16,17457.99838,13539.31621,128.44462,41.88009,8.99055,2.1999,2128.14404,56.90828
255,16,22866.93819,16240.08061,162.40891,357.10243,10.36754,2.54859,1577.24948,17.79656
257,16,25537.29314,23589.27838,164.64278,164.09959,8.469,2.99936,3454.17417,33.59261
258,16,25695.32847,16224.16793,189.66062,62.04833,8.12464,2.13043,1945.63649,73.37809
260,16,31094.16033,5250.60271,161.87971,58.18139,8.48552,2.63217,2996.73306,69.17246
261,17,3002.0798,8830.82312,194.93374,241.46848,9.13807,3.46558,2947.55013,34.59336
262,17,4504.32341,16242.22826,155.57384,51.34614,8.83273,2.04878,1707.04197,61.64619
263,17,5347.9458,23160.10198,152.13191,63.54517,8.23135,2.37986,2445.62172,54.95943
264,17,7602.34256,30128.52399,86.65342,37.65977,8.29039,2.27081,2464.99677,36.86286
266,17,10152.61397,14837.40174,160.86252,95.17119,8.85371,2.12305,1850.13585,41.14987
267,17,11571.40118,10831.67938,82.45983,29.75409,9.21741,1.83469,1470.37079,37.38214
268,17,16860.31028,20944.55697,182.04226,204.96982,8.48391,2.67389,2273.43853,31.03661
269,17,22875.19576,16252.03665,171.02851,377.86995,10.42193,2.88432,2014.1478,19.09889
270,17,25533.48776,23593.9344,174.55924,172.69625,8.90339,2.44628,2413.61451,31.83954
271,17,25811.06935,16189.85176,146.85295,49.31012,9.15909,2.45794,2628.28023,65.18046
272,18,2996.87988,8834.46216,184.47102,228.58526,9.83267,2.42747,1586.89338,28.00664
273,18,4441.20955,16307.53253,148.96767,50.37941,8.64848,2.00319,1745.2293,57.95279
274,18,5374.2044,23125.02595,140.94598,84.26688,8.87534,2.65651,3112.93153,41.92637
275,18,5517.78201,4506.68114,171.40445,55.42988,9.06301,1.78829,1477.18993,62.12108
277,18,9583.14058,22272.76814,119.39434,60.96863,8.8139,1.93608,1764.62857,36.4229
278,18,10170.25234,14889.95818,141.85432,59.6455,8.67686,2.49068,2699.73597,53.49366
279,18,16879.40157,20945.36002,159.03236,161.04192,9.97293,2.65845,2139.62579,30.57979
280,18,22898.17308,16234.1432,157.11992,310.23124,10.22011,2.7509,1812.49863,19.23688
281,18,25553.3224,23625.80252,147.69152,125.88459,9.10099,2.34513,2128.95892,31.22755
282,18,25776.25193,16129.32343,189.34174,110.03887,8.55154,2.17027,1739.23853,47.13085
283,18,28457.03534,12070.96311,97.95285,29.25253,8.01664,2.19779,2307.89134,51.48539
284,19,2952.87722,8862.00023,157.58203,177.35506,10.66367,2.69734,1718.57246,28.33738
285,19,5297.79226,23128.09205,151.27374,90.8023,8.08875,2.3644,2616.72039,41.21277
287,19,9563.43998,22227.27901,192.29412,89.16659,8.25339,2.17376,1929.13866,56.77691
289,19,16852.36898,20954.94085,161.70446,172.92285,9.55226,2.49137,2343.47373,28.87027
290,19,22855.83629,16217.90032,169.58943,287.70838,10.12073,2.57132,2115.41883,21.81841
291,19,25560.23093,23576.02076,181.98018,142.48908,8.94137,2.18609,1774.25804,36.87101
292,19,26935.18903,10636.7425,105.50862,32.1848,9.09776,1.73636,1309.25035,46.88196
293,19,35300.69087,34146.94309,149.96428,51.75752,8.83139,1.92324,1606.26154,56.05147
294,19,37597.6242,12615.41132,168.08853,51.41984,8.53053,2.25904,2345.69455,73.53749
295,20,2997.9735,8878.14544,165.3257,194.05094,10.25353,2.46194,1999.23958,27.27088
296,20,4447.2808,16265.48389,142.03648,48.89271,9.00213,2.07885,2049.55112,56.49358
297,20,5359.82216,23130.8399,161.173,72.87232,8.70235,2.33083,2884.29687,53.1189
298,20,5488.99336,4398.20499,156.2344,170.56843,10.35325,2.65044,2283.08212,28.58317
299,20,7560.28216,30164.11432,170.6442,50.47479,7.99886,1.74481,1471.49431,65.46213
300,20,9559.18284,22313.44027,146.37358,68.00662,8.77965,2.37486,2567.19899,49.16563
301,20,10230.17135,14864.85162,143.99401,110.02181,8.60393,1.9582,1615.94748,30.83137
302,20,16883.42571,20939.45429,167.88515,218.4345,9.41852,2.80982,2656.07838,27.08008
303,20,17010.3914,32778.83504,187.79816,87.77058,7.02201,2.86618,3661.37869,65.80938
304,20,22878.96612,16236.26927,178.73716,339.63121,9.31379,3.26169,2087.99556,22.93851
305,20,24960.16005,17742.5415,154.81601,52.38496,6.95946,1.96585,2081.8385,58.86254
306,20,25558.26738,23574.08843,177.56948,167.15862,8.7572,2.68466,2504.67997,34.91182
307,20,29831.84438,18805.82598,152.42412,57.33751,7.79225,2.26452,2410.43811,58.08252
308,20,30966.12456,5165.49775,133.0736,41.44439,8.47081,2.49974,2597.95708,65.37685
309,20,35400.47762,34165.862,143.23315,64.36293,7.85818,1.85764,1699.25881,43.86076
310,20,40000.1567,29709.78044,159.6017,50.7584,7.91288,2.54812,2595.20182,74.17683
311,21,2961.55537,8871.96127,191.81851,216.20541,10.01397,2.35837,1781.26526,30.36458
312,21,3812.08142,14155.76702,163.63257,48.74011,8.94572,1.9828,1733.06524,67.98094
313,21,4443.73507,16243.97173,183.67478,79.75101,8.1678,2.27173,2227.65771,59.3373
314,21,5333.71763,23143.09742,195.49094,133.81474,7.83412,2.10138,1779.36397,41.94075
315,21,5488.66444,4401.25251,162.20687,114.19675,9.41793,2.40914,2132.38736,38.67057
316,21,9549.32341,22264.73366,145.87702,88.04773,8.40451,2.09807,1823.81187,37.83788
318,21,16895.6345,20963.64184,157.71464,138.82227,9.76757,2.49007,2346.0542,32.69157
319,21,19947.1827,27837.66184,137.42697,89.25035,8.33891,1.6607,1256.86861,31.52847
320,21,20245.21046,9561.74881,88.84536,33.61775,7.37914,2.53939,3408.37919,43.94467
321,21,22854.92574,16224.97972,161.7967,240.82472,10.60202,3.55377,2858.26119,26.74168
325,21,37630.56571,8191.70371,105.84903,36.09433,9.14947,2.25482,2064.34558,49.31049
326,22,2950.99191,8863.04338,165.47972,197.63189,10.3865,2.62057,2271.4247,27.6727
327,22,5272.20153,23145.1145,171.64071,113.46086,8.54128,2.93933,2684.56575,47.09022
328,22,9555.12959,22308.89534,160.57893,98.29939,8.39237,2.3562,2322.6765,42.19334
330,22,16877.28971,20983.88383,174.59172,214.94845,9.2862,2.42932,1996.8866,27.15737
331,22,19812.00555,19291.78351,116.437,40.62358,7.5925,1.99587,2296.96645,48.13464
332,22,22863.54199,16246.88089,173.63787,280.38965,10.04641,2.81098,2140.07577,23.72915
333,22,24126.50299,9417.44348,173.89771,96.14959,8.8333,2.35502,1954.18893,48.17859
334,22,25529.58477,23576.57848,175.7821,131.86303,8.75004,2.89093,2915.52106,42.92017
335,22,29701.14806,18813.5406,179.38223,87.35731,7.18624,2.61911,2773.27372,57.97206
336,22,30011.60038,3183.19474,116.15645,52.36178,9.46492,1.94076,1480.23409,39.24196
338,23,2970.9884,8860.47559,178.56124,210.83748,10.24497,2.76422,2151.06803,30.04885
339,23,4404.31089,16282.90839,116.80077,36.57439,9.0726,1.39764,984.18245,44.40586
340,23,5352.99843,23136.32714,136.55092,80.73845,8.86718,2.11593,1932.00051,36.97938
342,23,10219.45411,38782.64844,160.24209,56.67202,7.17385,2.30172,2798.05117,63.84885
343,23,10244.27865,14810.63296,164.68258,103.86786,8.34663,2.05501,1752.36728,39.26908
344,23,13392.7604,2690.96941,174.7627,63.24722,8.26896,1.96178,1827.50471,60.7335
345,23,16886.96599,20986.21199,176.7541,222.7475,9.09315,2.41586,1971.21316,26.86733
346,23,20621.01246,21898.14526,60.78515,24.20745,8.72669,2.32969,2473.60715,34.17632
347,23,22865.43828,16224.43224,163.54867,275.32827,11.01093,2.53681,1857.63609,21.34092
348,23,24401.49646,27849.26209,151.98945,50.56074,8.0766,2.64838,3252.58554,70.71407
351,23,33559.12552,27860.31755,140.64319,94.49342,7.76231,2.55218,2950.00829,37.50652
352,24,1434.16613,20052.64727,70.93433,25.74651,8.77446,2.17446,2339.4315,37.56612
354,24,2966.64959,8874.43442,172.4688,210.55329,10.27939,2.52685,1797.60403,27.55075
355,24,5342.38191,23112.79504,142.75901,77.53695,8.97519,2.095,1697.38569,40.28778
356,24,7556.34704,30226.5922,148.32127,74.39412,8.126,1.75776,1521.95178,40.41093
358,24,10200.832,14799.50855,192.83646,124.70474,8.20302,2.1423,1884.87605,43.75228
361,24,16871.18505,20971.35281,155.1451,298.5791,10.50901,2.72249,2322.34731,19.35272
362,24,19814.58101,19238.54491,106.68856,33.90424,8.2185,2.33012,2495.01914,53.329
363,24,22468.27535,10145.89284,144.58947,91.72523,8.82982,2.79211,3288.06638,41.86907
364,24,22865.81004,16238.97779,186.39237,380.63514,9.04208,3.64773,3078.85007,23.55939
365,24,25551.13169,23535.12033,193.90983,155.40507,8.48734,2.32579,1955.75818,38.96902
366,24,25758.59945,5812.4015,153.76916,63.71206,7.8208,2.27676,2470.8735,54.31726
367,24,26114.0353,3508.80121,146.60371,47.81199,8.35287,2.27698,2326.21238,63.55707
368,24,26936.97746,10692.99999,103.12325,31.45551,8.56921,1.76498,1428.79437,46.63467
369,24,29798.57843,18796.44231,152.13652,63.27075,7.5742,2.47039,2712.8925,56.38636
370,24,29987.36887,3121.30028,127.85752,52.39652,9.74004,2.55511,2773.86825,51.6612
371,24,33481.80704,27804.84213,128.63743,50.29008,7.56163,2.1865,2284.41862,49.29277
372,24,37650.76704,8177.02119,123.44268,56.85478,9.10192,2.63189,2400.73706,46.82709
373,24,39224.61879,28723.58601,158.4407,74.16801,7.94235,2.26315,2539.25983,50.25265
375,25,2944.42435,8828.419,163.75599,171.726,10.17486,2.45007,1628.19413,29.30408
377,25,5377.24244,23121.08116,163.62517,118.95918,8.57143,2.3737,2360.6376,37.70013
378,25,7558.70382,30200.97143,120.88135,58.79223,7.98511,2.78231,3211.48417,45.69303
379,25,9508.75108,22263.87838,127.1273,68.45693,8.59315,2.32717,2281.31997,39.63152
