density,frame,intensity,sigmaXY,x,y,
0.0118494,1773,7754.57,0.962088,10929.2,16472.9,
0.00131053,1774,6448.9,0.892357,10953.2,16417.1,
0.00831527,1775,6387.12,0.990112,10978,16472,
0.00834111,1776,6530.88,0.916915,10990.5,16453.6,
0.00476412,1777,5516.45,0.868346,10944.2,16431.5,
0.0130323,1778,7459.99,0.921437,10922.8,16465.8,
0.00845147,1812,4101.59,0.901267,10956.3,16456.1,
2.72378e-05,2006,2493.36,0.592772,11014.3,16507.6,
0.00870284,2007,4343.89,1.07114,10922.3,16477,
0.00144974,2009,3481.16,0.645911,10926,16430,
0.00538565,2011,5630.91,1.01662,10889.3,16460.2,
0.00167055,2012,4979.15,1.25718,10995.5,16494.3,
0.0132934,2013,1618.79,0.517036,11024.5,16405.5,
0.00291601,2016,4115.16,0.926904,10883.3,16449.4,
0.0205177,2018,2608.43,0.624338,10927.9,16464.8,
0.0042911,2019,5305.99,1.10713,10995.1,16390.6,
0.00626528,2020,4624.36,1.00304,10911.3,16482.7,
0.000118493,2138,3146.96,0.849498,10832.4,16508.5,
0.00301341,2145,4858.83,1.12865,10874.5,16463.2,
0.00820723,2150,5150.59,0.987012,10961.6,16488.7,
0.00264143,2151,4164.31,0.987937,10890.5,16436.7,
0.0042941,2155,4030.83,0.910507,10907.8,16452.3,
0.00736814,2187,2686.46,0.767621,10965.7,16442.6,
0.00173847,2415,3932.65,0.831733,10964.5,16506.7,
0.00590105,2419,3846.77,1.18903,10924.6,16486.3,
0.00591751,2420,4216.13,1.05288,10951.8,16502.7,
0.00660109,2468,5002.27,1.07513,11006.3,16453.9,
5.39774e-05,2469,4408.52,1.01928,10888.2,16430,
0.00621987,2471,2887.7,0.672011,10995.2,16462.2,
0.00157153,2473,3770.6,0.803874,10963.5,16414.5,
0.00172354,2596,3136.62,0.765014,10895.1,16497.1,
3.51695e-05,2597,3110.62,0.715554,10830.7,16445.3,
0.0032196,2677,5222.01,0.958925,10890.1,16491.6,
0.00598951,2680,5895.63,1.13184,10877.9,16455.9,
4.07955e-05,2687,6210.53,1.16323,10840.9,16562,
0.00130614,2689,3642.05,0.813423,10863.2,16499.2,
0.00552111,2691,3641.75,0.984199,10900,16459.4,
0.00245053,2693,3294.95,0.934981,10860.6,16457.7,
0.00576702,2695,4454.55,0.936383,10887.5,16456.8,
0.00506008,2697,2794.43,0.674082,10894.2,16473.1,
2.47774e-05,2708,4267.62,1.05569,10793.4,16497.3,
0.00652651,2709,4535.01,0.847433,10912,16457.5,
0.000288062,2711,4428.15,0.943371,10852.1,16530.4,
0.00478405,2713,3655.42,0.711135,10871.8,16458.4,
0.00284908,2812,3448.12,0.790294,10915.8,16489.9,
1.49962e-05,2813,7118.33,1.06723,10819.4,16547.3,
0.000135822,2815,2684.97,0.753205,10848.2,16465.7,
0.00450885,2816,3315.62,0.900007,10964.8,16495.1,
0.00735043,2818,4031.03,0.690625,10914.1,16460.3,
0.00862706,2819,5713.19,1.01059,10920.3,16455.6,
0.0006693,2821,4741.93,1.00826,10938.5,16534.5,
0.00165252,2822,5189.6,1.17592,10921.1,16526.9,
0.00173791,2826,5885.95,1.07848,10861.3,16496.6,
0.00335657,2843,2437.38,0.590737,10943.2,16495.5,
6.63737e-05,2845,4176.06,0.794857,10829.7,16512.5,
0.000858785,2851,5371.87,1.21645,10851.6,16451.7,
