density,frame,intensity,sigmaXY,x,y,
0.836714,142,9274.6,0.816397,5089.42,16055.1,
0.0499905,143,11362.7,1.08055,5131.69,16027.3,
0.222033,144,7829.99,0.82234,5125.41,16062.1,
0.14283,145,7765.79,1.05242,5035.58,16060.1,
0.364929,146,8302.29,1.02754,5090.08,16064.1,
0.0473323,147,6027.5,0.878859,5053.59,16012.8,
0.135436,148,8222.22,1.04487,5125.18,16080.6,
0.0949799,149,8156.64,1.13747,5107.79,16018.6,
0.185428,150,6811.58,0.943661,5126.75,16033.2,
0.469379,152,8360.51,0.860437,5098.69,16036.9,
0.586813,153,10863,1.25717,5095.41,16036.5,
0.201644,154,8601.37,0.903924,5123.32,16054.7,
0.191576,155,9118.7,1.11632,5103.64,16090.9,
0.440507,156,5845.71,0.782976,5064.79,16045.9,
0.0866555,157,5109.56,0.767928,5109.36,16009.9,
0.0517842,158,7176.14,1.03706,5105.68,16005.8,
0.272312,159,5805.88,0.800461,5110.91,16075.7,
0.452977,160,4867.47,0.712946,5066.68,16052.8,
0.118725,161,7757.46,0.84864,5103.39,16014.8,
0.150464,162,7651.61,0.800306,5098.77,16023.4,
0.392352,163,9437.14,0.943943,5102.67,16061.1,
0.0297017,164,8539.61,0.976153,5081.19,15997.1,
0.086078,165,5880.59,0.750668,5137.11,16071.6,
0.120117,166,10925.2,1.27681,5092.64,16015.3,
0.10955,167,7040.91,0.969779,5085.06,16107.8,
0.490919,168,8055.37,0.947499,5089.28,16053.4,
1.71821e-05,169,3931.72,0.662224,4970.02,15995.8,
0.286235,170,6950.63,0.950101,5073.77,16042.9,
0.0509652,171,5159.76,0.719854,5134.82,16052.9,
0.746109,172,11272,1.15531,5077.21,16056.9,
0.14498,173,7390.69,0.86379,5117.83,16038.3,
0.172284,174,6706.86,0.823317,5123.53,16047.1,
0.629985,175,7889.83,0.937101,5094.38,16048.8,
0.753794,176,9095.8,0.967218,5080.88,16058.6,
0.0272608,177,7802.77,1.03375,5146.94,16036.6,
0.0714038,178,10532,1.04592,5107.62,16006.6,
0.128547,179,6410.4,0.794394,5118.17,16023.4,
8.46049e-05,180,9606.56,1.14997,5139.51,15992.2,
0.389504,181,7196.58,0.734295,5108.42,16051,
0.0730681,182,6588.66,0.967832,5099.42,16012.2,
0.0328354,183,5723.43,0.760287,5144.57,16067.5,
0.287799,184,8132.15,0.93379,5096.38,16040.2,
0.166689,185,3833.62,0.760497,5112.05,16038,
0.48742,186,6883.12,0.851252,5087.33,16037.8,
0.601108,187,9254.74,1.09972,5077.37,16052.1,
0.0837697,188,7555.66,1.08519,5100.84,15998.7,
0.556807,189,9431.82,0.87478,5089.34,16045.2,
0.0811595,190,6502.52,0.882456,5131.2,16034.9,
2.14754e-05,191,5475.43,0.9166,5060.63,15960.3,
0.166544,192,8437.31,1.01495,5111.18,16037.2,
0.268496,193,9589.58,0.946314,5099.26,16035.5,
0.0390984,194,10753.2,1.1924,5135.18,16023.5,
0.248737,195,8595.94,1.05986,5102.08,16081.1,
0.145468,196,7439.46,0.751107,5119.93,16065.7,
0.00435003,197,6780.53,0.897338,5164.23,16045.9,
0.496927,198,7578.93,0.988451,5087.07,16068,
0.238014,199,8848.76,0.832087,5093.31,16017.5,
0.6919,200,7503.15,1.0026,5088.2,16038.6,
0.337586,201,10105.7,1.15248,5107.87,16059.2,
0.263167,202,7310.38,0.893389,5043.91,16062.5,
0.26332,203,8653.12,0.990095,5114.46,16065.7,
0.279738,204,11971.1,1.22303,5078.06,16083.6,
0.145143,205,9961.74,1.12105,5118.85,16048.3,
0.23364,206,6525.24,1.0155,5077.32,16032.9,
0.141267,207,6436.71,0.908509,5115.36,16023.5,
0.481651,208,6558.65,0.83356,5095.87,16051.2,
0.474958,209,4995.32,0.723141,5085.81,16037.5,
0.00500462,210,5514.27,0.923457,5177.07,16085.8,
0.232912,211,11136,1.1915,5092.63,16022.4,
0.153411,212,7632.24,1.05715,5117.88,16025.7,
0.0993593,213,13025.7,1.35624,5108.6,16031.1,
0.222603,214,10161.9,1.09465,5122.49,16045.7,
0.167033,215,6617.31,0.881947,5099.29,16027.5,
0.4201,216,5473.62,0.795054,5084.03,16050.4,
0.283655,217,12103.3,1.3083,5083.69,16025.6,
0.289628,218,8755.32,0.901977,5118.25,16050.9,
0.151841,219,3653.3,0.643627,5081.48,16106.6,
0.0221705,220,5818.04,0.881344,5122.5,16006.7,
0.359856,221,5096.74,0.807445,5087.06,16033.2,
0.0779133,222,3954.92,0.686704,5101.3,15998.4,
0.405109,223,4819.15,0.719856,5056.6,16048.8,
0.0280251,224,5961.53,0.751275,5081.48,15995.4,
0.123604,225,5695.63,0.696709,5083.32,16023.3,
0.00420082,226,8042.51,1.04446,5145.49,16019.2,
0.00136554,227,4521.75,0.84062,5087.1,15980,
0.116106,228,6167.74,0.837666,5091.38,16013.7,
0.365087,229,9320.27,1.02741,5085.9,16090.9,
0.264891,230,10112.8,0.947457,5060.81,16036.8,
0.0612685,231,5308.83,0.728383,5132.73,16032.3,
0.497173,232,5752.66,0.843001,5086.63,16057.7,
0.254288,233,4835.33,0.834705,5092.06,16027.2,
0.0125645,234,8808.38,1.07756,5151.3,16076.1,
0.459915,235,7208.62,1.06741,5088.01,16044.2,
0.0635541,236,9457.93,1.0754,5059.03,16012.9,
0.255164,237,8626.67,1.11648,5117.16,16058.9,
0.588056,238,7529.72,0.852381,5087.65,16046.5,
0.0836236,239,6095.67,0.755413,5044.99,16024.3,
0.278251,240,7487.82,1.04739,5125.05,16054.3,
0.212927,241,8213.79,0.883692,5103.3,16090.2,
0.638012,242,8202.94,0.960638,5079.21,16069.3,
0.451484,243,9394.04,1.109,5109.48,16062.5,
0.132534,244,10875,0.980596,5115.89,16068.6,
0.344606,245,9532.24,0.976961,5110.26,16048.5,
0.0271234,246,7047.21,0.928163,5144.82,16035.3,
0.166247,247,10258.5,1.07534,5116.05,16029.3,
0.351821,248,8302.51,0.842677,5089.85,16035.2,
0.000513384,249,6234.83,0.92844,5193.88,16057.1,
0.032628,250,5594.25,0.683637,5143.36,16065.6,
0.219448,251,6351.91,0.96536,5097.36,16027.7,
0.00610256,252,4707.65,0.794747,5061.03,15983.5,
0.484294,253,6392.96,0.927723,5067.84,16073.2,
0.428036,254,4685.73,0.735814,5066.41,16047.6,
0.444608,255,7246.02,0.998492,5087.31,16041.7,
0.230725,256,7733.1,0.806079,5100.74,16081.9,
0.246619,257,7462.37,0.945521,5107.98,16058.8,
1.10083,258,7947.75,0.918824,5075.06,16060.1,
0.140135,259,10021.8,1.23088,5128.15,16054.4,
0.347623,260,9270.81,0.995672,5079.62,16029.1,
0.38482,261,8331.94,0.839711,5073.68,16032.5,
0.126879,262,5054.13,0.850565,5045.82,16092.3,
0.22488,263,4303.71,0.836654,5107.89,16041.3,
0.230916,264,11063.8,1.17643,5086.21,16025.9,
0.292331,265,5215.37,0.733639,5127.35,16053.4,
0.478073,266,10565.1,0.993609,5101.88,16078,
0.469065,267,5508.85,0.937463,5096.7,16037,
0.695389,268,6196.65,0.804603,5094.74,16065.7,
0.31179,269,8265.81,0.979819,5070.22,16031.9,
0.149819,270,6139.5,0.874039,5077.16,16021.1,
0.35763,271,8893.29,0.98672,5107.88,16053.4,
0.00887829,272,7381.87,1.04308,5051.4,16000.1,
0.921619,273,8234.66,0.940159,5062.4,16077.3,
0.321,274,8424.72,1.19426,5100.26,16066.5,
0.715982,275,6460.01,0.880349,5076.48,16048.8,
1.21619,276,11757.8,1.15628,5089.75,16055.9,
0.164947,277,7564.59,0.904152,5069.24,16093.7,
0.358709,278,9084.54,0.902481,5076.49,16076.5,
0.445124,279,6660.7,0.869117,5084.14,16046.1,
0.366902,280,6391.55,0.753826,5106.9,16034.8,
0.19923,281,7732.12,0.901881,5109.48,16080.6,
0.319392,282,7043.67,0.812939,5095.14,16041.8,
0.629783,283,7808.17,0.988647,5087.56,16039.7,
0.0799548,284,7030.99,0.864413,5132.09,16092.8,
0.0293605,285,6798.11,1.06371,5108.15,16005.2,
0.200748,286,6896.37,0.804866,5106.89,16015,
0.396336,287,7013.5,0.962645,5073.34,16026.1,
0.136759,288,6695.1,0.762443,5091.97,16090.5,
0.437593,289,12009,1.35897,5080.89,16052.3,
0.454409,290,8993.95,1.0381,5099.6,16062.1,
0.430552,291,8163.83,1.09766,5077.91,16064.3,
0.111317,292,7012.18,0.785173,5114.34,16023.7,
0.522923,293,9511.63,1.03025,5093.61,16043.6,
0.117997,294,7810.87,0.992175,5127.9,16034.8,
0.349137,295,8103.7,0.803899,5066.61,16051.5,
0.197212,296,5405.78,0.888914,5123.86,16058.3,
0.0853582,297,12277.4,1.31926,5139.29,16060.9,
0.312427,298,6053.49,0.739748,5083.17,16032,
0.349512,299,9747.84,0.965265,5096.51,16053.3,
0.339188,300,6891.15,1.00586,5097.54,16043.2,
1.18386,301,8857.87,1.01534,5075.54,16059.8,
0.142564,302,10629.2,1.07771,5116.89,16095.3,
0.11632,303,10011.8,1.25336,5104.56,16025.6,
0.428584,304,10106.7,1.0514,5096.1,16045.2,
0.00781853,305,5669.57,0.846732,5119.84,16116,
0.439208,306,9358.4,1.01278,5070.42,16043.8,
0.590968,307,6518.9,0.860249,5094.82,16051.9,
0.455521,308,9213.82,0.944506,5102.12,16068.2,
0.317783,309,6774.05,0.842763,5108.54,16042.2,
0.175729,310,11233.1,1.12522,5113.56,16076.4,
0.149975,311,9047.59,0.86798,5114.88,16033,
0.628774,312,8977.09,0.997041,5085.29,16066.1,
0.0765855,313,7849.64,1.00409,5124.03,16022.7,
0.135584,314,7261.19,0.862392,5065.43,16017.6,
0.362917,315,11748.2,1.2181,5102.72,16084.3,
0.583619,316,9437.08,0.875582,5100.09,16048.6,
0.342209,317,6457.73,0.86598,5094.82,16040.3,
0.183027,318,12919,1.39161,5120.08,16072,
0.132082,319,8265.15,0.89907,5117.35,16093,
0.524294,320,9495.23,1.03737,5091.88,16051.2,
0.372749,321,7342.69,0.827714,5110.95,16066.3,
6.74389e-05,322,5368.84,0.8507,5110.34,15983.2,
0.799894,323,7564.09,0.935435,5089.56,16062.9,
0.244123,324,7307.91,0.927213,5094.95,16025.1,
0.148442,325,9364.29,1.14551,5124.99,16067.7,
0.058302,326,8286.23,1.08608,5143.73,16070,
0.266821,327,7096,0.750867,5096.23,16031.7,
0.585476,328,6414.28,0.931937,5099.05,16059.7,
0.606561,329,9517.82,1.08652,5095.84,16045.1,
0.471866,330,9603.27,1.00209,5101.62,16056.6,
0.392367,331,7621.73,0.84647,5076.24,16044.5,
0.48018,332,7935.33,0.960267,5095.66,16068.8,
0.0770633,333,7016.55,1.04726,5068.63,16011.4,
0.14441,334,8143.03,1.1844,5104.91,16031.6,
0.219578,335,10770.3,1.03456,5124.61,16058.9,
0.442088,336,9175.2,0.98508,5083.37,16067.2,
0.661688,337,8814.75,0.947738,5085.12,16057.6,
0.221281,338,8581.28,0.90917,5108.85,16034.8,
0.0424623,339,8373.01,1.10257,5147.46,16045,
0.0712689,340,8852.14,1.04943,5082.4,16010.1,
0.245187,341,8294.64,1.03733,5099.66,16079,
0.405593,342,9947.33,0.961328,5090.92,16036.4,
0.0668811,343,4899.78,0.794281,5133.15,16079,
0.560674,344,8702.69,0.868977,5068.57,16068.7,
0.123146,345,12273.1,1.18132,5089.93,16019.6,
0.388137,346,7684.81,1.03187,5123.55,16033.1,
0.175464,347,6641.4,0.865024,5066.76,16097.5,
0.000598815,348,7542.17,0.915065,5137.11,16110,
0.564744,349,6653.09,0.972477,5078.1,16051.1,
0.455371,350,7801.89,0.934292,5104.28,16055.8,
0.187265,351,13025.7,1.25007,5093.03,16017,
0.411477,352,9129.87,0.894681,5109.99,16064.4,
0.584912,353,9163.59,0.946362,5053.58,16064.7,
0.380557,354,8385.64,0.871777,5082.77,16074.8,
0.00130585,355,7862.37,1.05942,5128.95,15991.5,
0.0265757,356,8183.23,0.954637,5149.19,16076.9,
0.0597088,357,5694.47,0.738614,5093.58,16004.5,
0.0781673,358,6380.67,0.868083,5117.32,16013.6,
0.442806,359,7295.09,0.809714,5079.04,16064.9,
0.35376,360,6435.81,0.840543,5098.09,16077.5,
0.164655,361,8426.32,1.00748,5067.31,16102.5,
0.363277,362,10622.3,1.08758,5059,16062.4,
0.0191947,363,9282.42,1.01894,5146.55,16071.2,
0.00162913,364,8462.75,0.955467,5171.4,16044.4,
0.0733803,365,6616.34,0.925971,5117.36,16098.8,
0.340255,366,6040.42,0.741897,5075.72,16084.7,
0.243635,367,7790.88,1.04144,5087.99,16080.1,
0.412572,368,6949.58,0.79495,5094.13,16058.5,
0.379319,369,6528.52,0.898289,5105.86,16054.3,
0.438621,370,8131.84,1.0528,5073.99,16053.7,
0.0908034,371,8475.55,1.09957,5130.64,16060.9,
0.581208,372,7701.3,0.894622,5095.89,16046.3,
0.237955,373,7818.54,0.910512,5098.79,16078.2,
0.663375,374,9017.79,0.91634,5092.97,16058.3,
0.472641,375,8756.76,0.990419,5081.66,16070.3,
0.331688,376,4802.93,0.803953,5097.73,16064.4,
0.0487366,377,7782.79,0.861023,5140.88,16055.2,
0.332949,378,8449.43,0.962473,5118.07,16050.7,
0.0173101,379,9408.68,1.06508,5144.74,16067.7,
0.160346,380,8377.19,0.913563,5127,16067,
0.469488,381,7401.37,0.953381,5065.25,16026,
0.225051,382,8026.42,1.23537,5119.77,16052.3,
0.116892,383,5145.62,0.694125,5035.06,16035.6,
0.609405,384,10490.3,1.08677,5090.7,16055.7,
0.370567,385,8165.92,0.92999,5105.61,16063.9,
0.501803,386,6837.15,0.943662,5073.41,16045.9,
0.741231,387,11785.3,0.983075,5075.55,16055.8,
0.38187,388,8015.82,0.978628,5068.14,16038.7,
0.0113777,389,7664.27,0.859015,5160.58,16055.6,
0.585835,390,7668.31,0.903595,5090.5,16058.3,
0.444259,391,11144.8,1.17761,5080.24,16046,
0.451833,392,7029.19,1.04336,5095.27,16065.8,
0.00281316,393,8880,1.1656,5064.65,15985.6,
0.0779045,394,9482.88,0.91161,5135.05,16072.2,
0.675529,395,8208.65,1.0902,5078.59,16069.7,
0.548647,396,8131.72,0.985502,5104.35,16059,
0.215358,397,7883.55,0.812164,5064.92,16025.5,
0.384413,398,7778.96,0.976699,5083.62,16033.3,
0.051446,399,9569.17,0.991622,5081.2,16003.3,
0.505087,400,10674.7,1.05585,5081.83,16036.4,
0.468743,401,8994.17,1.24836,5063.35,16059,
0.214161,402,6318.5,0.965237,5099.95,16093.8,
0.0973322,403,11469.8,1.26067,5126.89,16038.7,
0.194836,404,6966.63,0.943896,5108.31,16068.4,
0.470387,405,9203.87,1.06242,5102.99,16069.2,
0.662153,406,8579.74,0.934741,5053.29,16056.6,
0.219363,407,7353.51,1.02687,5101.46,16037.8,
0.144518,408,6267.24,0.856858,5124.23,16066.2,
0.0393783,409,11564.2,1.12601,5127.18,16098.9,
0.114482,410,7045.84,0.801031,5121.1,16081.6,
0.233973,411,7883.3,1.00284,5116.13,16062.8,
0.00350966,412,7562.44,0.923407,5175.93,16105.8,
0.0475838,413,6565.55,0.85049,5139.05,16053.7,
0.236629,414,6319.73,0.87398,5095.59,16025.5,
0.1662,415,9189.22,1.03595,5086.7,16026,
0.443516,416,10043.5,1.1052,5109.48,16050.5,
0.33547,417,5899.52,0.803763,5111.43,16061.5,
0.167436,418,8500.74,0.971898,5070.53,16019.8,
0.528489,419,8161.24,0.894916,5077.89,16071.2,
0.296748,420,6767.45,0.796253,5053.82,16045.6,
0.349018,421,9089.1,1.05902,5105.48,16056.7,
0.482471,422,8014.96,1.11497,5109.76,16062.6,
0.445482,423,6226.21,0.803733,5060.04,16065.2,
0.181655,424,7890.92,1.0522,5123.14,16073.4,
0.0647842,425,6223.75,0.828111,5026.43,16062.9,
0.251962,426,10023.1,1.0196,5118.48,16060,
0.0397744,427,7472.29,0.887398,5136.69,16035.8,
0.272859,428,6393.5,0.995837,5117.08,16057.9,
0.422149,429,12238.7,1.20932,5091.05,16031.4,
0.100085,430,7843.52,1.04334,5086.06,16014.8,
0.190804,431,5379.7,0.705494,5107.19,16017.7,
0.135073,432,5552.88,0.765506,5076.23,16021.4,
0.501375,433,10582.6,1.14556,5092.17,16055.3,
0.0730479,434,10016.1,1.15597,5128.44,16083.1,
0.0890945,435,9583.06,1.11123,5129.08,16046.5,
0.173187,436,11083,1.02682,5123.2,16049,
0.0711502,437,6853.64,0.85233,5116.49,16017.9,
0.099504,438,7799.23,0.882183,5073.35,16014.2,
0.337064,439,9968.27,0.865656,5103.01,16065.6,
0.0710993,440,6547.6,0.777103,5120.84,16098,
0.441212,441,7234.09,0.882468,5094.45,16036.1,
0.944786,442,8786.77,0.975495,5088.24,16044.7,
0.691318,443,8330.61,0.915329,5098.9,16074.7,
0.107998,444,7187.92,0.83835,5079.3,16019.8,
0.181795,445,6295.42,0.825546,5065.22,16091,
0.285837,446,8144.47,0.96244,5111.13,16059.7,
0.05336,447,6749.58,0.78709,5144.9,16072,
0.194616,448,6633.76,0.794319,5118.67,16061.6,
0.110475,449,8363.66,0.974192,5131.35,16092.1,
0.124759,450,5942.14,0.737675,5082.05,16108,
0.155984,451,6772.03,0.75245,5077.28,16016.2,
0.631539,452,6447.2,0.824954,5077.57,16043.4,
0.0196191,453,7711.26,0.896818,5151.24,16055,
0.325996,454,7000.68,0.973062,5105.8,16064.6,
0.393266,455,5894.4,0.892433,5085.84,16033.5,
0.353951,456,6145.26,0.73135,5043.43,16064.9,
0.187655,457,8206.16,0.961998,5091.78,16090.2,
0.104627,458,7465.34,0.970653,5114.16,16096.4,
0.486481,459,9655.18,1.09404,5095.98,16053.8,
0.16128,460,6968.83,0.823172,5121.14,16043.4,
0.533182,461,7565.01,0.969058,5080.65,16054.9,
1.66707,462,8370.68,0.89046,5076.68,16055.6,
0.158637,463,9110.07,1.00432,5103.36,16031.1,
0.434238,464,8459.34,0.93913,5102.11,16049.7,
0.070225,465,7253.19,0.915875,5103.15,16107.6,
0.25229,466,6691.12,0.883624,5059.99,16035.2,
0.0659491,467,6596.32,0.755429,5130.12,16081.8,
0.0976485,468,6468.22,0.918858,5069.4,16107,
0.35491,469,6595,0.787191,5082.02,16027,
0.394689,470,6820.96,0.832638,5096.51,16057.3,
0.224398,471,4575.73,0.873959,5105.26,16070.4,
0.119279,472,8872.38,1.02016,5097.22,16019.4,
0.704019,473,6388.43,0.816896,5095.22,16046.2,
0.343625,474,7072.81,0.898519,5096.27,16060.9,
0.356213,475,7931.29,0.970613,5110.13,16050.1,
0.335348,476,7747.1,1.02793,5050.64,16033.5,
0.532464,477,7919.53,1.00185,5083.21,16047.6,
0.445516,478,6574.87,0.651404,5070.22,16033.2,
0.605001,479,7218.67,0.967585,5099.91,16038.9,
0.520988,480,7091.32,0.903132,5101.72,16085.4,
0.243126,481,11219.8,1.05324,5099.32,16030.6,
0.248846,482,8075.69,0.98068,5106.5,16042.9,
0.733607,483,12450.3,1.27982,5078.43,16069.2,
0.0137928,484,11300.2,1.10248,5138.43,16098.3,
0.0723719,485,6353.42,0.875967,5130.14,16054.8,
0.0270343,486,13266,1.27776,5149.09,16050.5,
0.0667778,487,7573.99,1.05431,5102.92,16102.6,
1.20106,488,7136.32,0.841569,5072.07,16069.9,
0.100469,489,7068.29,0.80953,5115.37,16020.5,
0.194162,490,6210.49,0.705431,5124.57,16053.1,
0.597907,491,7774.54,0.853057,5109.88,16063.9,
0.102768,492,9691.75,1.2264,5124.55,16091.3,
0.819799,493,11565.1,1.09901,5073.97,16060.3,
0.00515625,494,10480,1.15426,5081.13,16133.4,
0.493762,495,11064.2,1.09406,5091.38,16070.2,
0.25814,496,11093.9,1.10865,5098.82,16031.6,
0.39141,497,6472.61,0.897118,5096.66,16062.5,
0.539028,498,8498.45,1.07262,5081.82,16035.3,
0.795837,499,10152.3,1.16237,5090.02,16046.5,
0.0887745,500,9181.26,0.995039,5124.01,16092.2,
